report_id,zone_id,timestamp,category,time_window,description_stub,status
REP00001,Z03,2026-03-20T14:13:31Z,traffic,morning(06-09),Report of traffic noise in Z03 during morning(06-09). (Synthetic; no personal data),invalid
REP00201,Z01,2025-10-03T16:57:00Z,machinery,morning(06-09),Report of machinery noise in Z01 during morning(06-09). (Synthetic; no personal data),under_review
REP00202,Z11,2025-10-03T17:14:00Z,construction,late(22-24),Report of construction noise in Z11 during late(22-24). (Synthetic; no personal data),under_review
REP00203,Z04,2025-10-03T17:31:00Z,music,morning(06-09),Report of music noise in Z04 during morning(06-09). (Synthetic; no personal data),valid
REP00204,Z08,2025-10-03T17:48:00Z,other,night(00-06),Report of other noise in Z08 during night(00-06). (Synthetic; no personal data),under_review
REP00205,Z04,2025-10-03T18:05:00Z,neighbours,evening(17-22),Report of neighbours noise in Z04 during evening(17-22). (Synthetic; no personal data),valid
REP00206,Z11,2025-10-03T18:22:00Z,neighbours,morning(06-09),Report of neighbours noise in Z11 during morning(06-09). (Synthetic; no personal data),valid
REP00207,Z06,2025-10-03T18:39:00Z,neighbours,late(22-24),Report of neighbours noise in Z06 during late(22-24). (Synthetic; no personal data),valid
REP00208,Z06,2025-10-03T18:56:00Z,music,night(00-06),Report of music noise in Z06 during night(00-06). (Synthetic; no personal data),under_review
REP00209,Z03,2025-10-03T19:13:00Z,music,late(22-24),Report of music noise in Z03 during late(22-24). (Synthetic; no personal data),invalid
REP00210,Z02,2025-10-03T19:30:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00211,Z01,2025-10-03T19:47:00Z,traffic,night(00-06),Report of traffic noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00212,Z06,2025-10-03T20:04:00Z,music,late(22-24),Report of music noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00213,Z03,2025-10-03T20:21:00Z,machinery,late(22-24),Report of machinery noise in Z03 during late(22-24). (Synthetic; no personal data),under_review
REP00214,Z01,2025-10-03T20:38:00Z,machinery,day(09-17),Report of machinery noise in Z01 during day(09-17). (Synthetic; no personal data),invalid
REP00215,Z03,2025-10-03T20:55:00Z,other,late(22-24),Report of other noise in Z03 during late(22-24). (Synthetic; no personal data),under_review
REP00216,Z09,2025-10-03T21:12:00Z,neighbours,late(22-24),Report of neighbours noise in Z09 during late(22-24). (Synthetic; no personal data),under_review
REP00217,Z04,2025-10-03T21:29:00Z,machinery,evening(17-22),Report of machinery noise in Z04 during evening(17-22). (Synthetic; no personal data),invalid
REP00218,Z02,2025-10-03T21:46:00Z,traffic,day(09-17),Report of traffic noise in Z02 during day(09-17). (Synthetic; no personal data),valid
REP00219,Z08,2025-10-03T22:03:00Z,machinery,night(00-06),Report of machinery noise in Z08 during night(00-06). (Synthetic; no personal data),valid
REP00220,Z09,2025-10-03T22:20:00Z,neighbours,night(00-06),Report of neighbours noise in Z09 during night(00-06). (Synthetic; no personal data),under_review
REP00221,Z09,2025-10-03T22:37:00Z,neighbours,evening(17-22),Report of neighbours noise in Z09 during evening(17-22). (Synthetic; no personal data),duplicate
REP00222,Z10,2025-10-03T22:54:00Z,machinery,night(00-06),Report of machinery noise in Z10 during night(00-06). (Synthetic; no personal data),valid
REP00223,Z06,2025-10-03T23:11:00Z,traffic,morning(06-09),Report of traffic noise in Z06 during morning(06-09). (Synthetic; no personal data),under_review
REP00224,Z01,2025-10-03T23:28:00Z,traffic,day(09-17),Report of traffic noise in Z01 during day(09-17). (Synthetic; no personal data),under_review
REP00225,Z02,2025-10-03T23:45:00Z,other,night(00-06),Report of other noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00226,Z08,2025-10-04T00:02:00Z,neighbours,evening(17-22),Report of neighbours noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00227,Z08,2025-10-04T00:19:00Z,other,evening(17-22),Report of other noise in Z08 during evening(17-22). (Synthetic; no personal data),invalid
REP00228,Z10,2025-10-04T00:36:00Z,neighbours,night(00-06),Report of neighbours noise in Z10 during night(00-06). (Synthetic; no personal data),under_review
REP00229,Z02,2025-10-04T00:53:00Z,construction,day(09-17),Report of construction noise in Z02 during day(09-17). (Synthetic; no personal data),duplicate
REP00230,Z01,2025-10-04T01:10:00Z,construction,day(09-17),Report of construction noise in Z01 during day(09-17). (Synthetic; no personal data),duplicate
REP00231,Z07,2025-10-04T01:27:00Z,neighbours,morning(06-09),Report of neighbours noise in Z07 during morning(06-09). (Synthetic; no personal data),under_review
REP00232,Z12,2025-10-04T01:44:00Z,machinery,day(09-17),Report of machinery noise in Z12 during day(09-17). (Synthetic; no personal data),duplicate
REP00233,Z03,2025-10-04T02:01:00Z,music,night(00-06),Report of music noise in Z03 during night(00-06). (Synthetic; no personal data),under_review
REP00234,Z01,2025-10-04T02:18:00Z,other,late(22-24),Report of other noise in Z01 during late(22-24). (Synthetic; no personal data),under_review
REP00235,Z01,2025-10-04T02:35:00Z,music,day(09-17),Report of music noise in Z01 during day(09-17). (Synthetic; no personal data),under_review
REP00236,Z06,2025-10-04T02:52:00Z,construction,morning(06-09),Report of construction noise in Z06 during morning(06-09). (Synthetic; no personal data),under_review
REP00237,Z02,2025-10-04T03:09:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00238,Z05,2025-10-04T03:26:00Z,other,late(22-24),Report of other noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00239,Z03,2025-10-04T03:43:00Z,construction,day(09-17),Report of construction noise in Z03 during day(09-17). (Synthetic; no personal data),invalid
REP00240,Z12,2025-10-04T04:00:00Z,traffic,late(22-24),Report of traffic noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00241,Z01,2025-10-04T04:17:00Z,machinery,night(00-06),Report of machinery noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00242,Z09,2025-10-04T04:34:00Z,neighbours,morning(06-09),Report of neighbours noise in Z09 during morning(06-09). (Synthetic; no personal data),valid
REP00243,Z02,2025-10-04T04:51:00Z,traffic,night(00-06),Report of traffic noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00244,Z08,2025-10-04T05:08:00Z,machinery,late(22-24),Report of machinery noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00245,Z11,2025-10-04T05:25:00Z,other,night(00-06),Report of other noise in Z11 during night(00-06). (Synthetic; no personal data),invalid
REP00246,Z11,2025-10-04T05:42:00Z,neighbours,night(00-06),Report of neighbours noise in Z11 during night(00-06). (Synthetic; no personal data),under_review
REP00247,Z10,2025-10-04T05:59:00Z,traffic,day(09-17),Report of traffic noise in Z10 during day(09-17). (Synthetic; no personal data),valid
REP00248,Z10,2025-10-04T06:16:00Z,traffic,day(09-17),Report of traffic noise in Z10 during day(09-17). (Synthetic; no personal data),under_review
REP00249,Z10,2025-10-04T06:33:00Z,music,night(00-06),Report of music noise in Z10 during night(00-06). (Synthetic; no personal data),under_review
REP00250,Z12,2025-10-04T06:50:00Z,other,night(00-06),Report of other noise in Z12 during night(00-06). (Synthetic; no personal data),under_review
REP00251,Z10,2025-10-04T07:07:00Z,traffic,day(09-17),Report of traffic noise in Z10 during day(09-17). (Synthetic; no personal data),valid
REP00252,Z05,2025-10-04T07:24:00Z,construction,morning(06-09),Report of construction noise in Z05 during morning(06-09). (Synthetic; no personal data),invalid
REP00253,Z10,2025-10-04T07:41:00Z,construction,night(00-06),Report of construction noise in Z10 during night(00-06). (Synthetic; no personal data),under_review
REP00254,Z04,2025-10-04T07:58:00Z,music,late(22-24),Report of music noise in Z04 during late(22-24). (Synthetic; no personal data),valid
REP00255,Z11,2025-10-04T08:15:00Z,construction,morning(06-09),Report of construction noise in Z11 during morning(06-09). (Synthetic; no personal data),duplicate
REP00256,Z04,2025-10-04T08:32:00Z,music,late(22-24),Report of music noise in Z04 during late(22-24). (Synthetic; no personal data),under_review
REP00257,Z08,2025-10-04T08:49:00Z,neighbours,morning(06-09),Report of neighbours noise in Z08 during morning(06-09). (Synthetic; no personal data),under_review
REP00258,Z12,2025-10-04T09:06:00Z,machinery,day(09-17),Report of machinery noise in Z12 during day(09-17). (Synthetic; no personal data),under_review
REP00259,Z02,2025-10-04T09:23:00Z,other,night(00-06),Report of other noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00260,Z04,2025-10-04T09:40:00Z,music,evening(17-22),Report of music noise in Z04 during evening(17-22). (Synthetic; no personal data),under_review
REP00261,Z10,2025-10-04T09:57:00Z,machinery,late(22-24),Report of machinery noise in Z10 during late(22-24). (Synthetic; no personal data),invalid
REP00262,Z01,2025-10-04T10:14:00Z,neighbours,day(09-17),Report of neighbours noise in Z01 during day(09-17). (Synthetic; no personal data),under_review
REP00263,Z12,2025-10-04T10:31:00Z,construction,night(00-06),Report of construction noise in Z12 during night(00-06). (Synthetic; no personal data),duplicate
REP00264,Z05,2025-10-04T10:48:00Z,other,evening(17-22),Report of other noise in Z05 during evening(17-22). (Synthetic; no personal data),under_review
REP00265,Z06,2025-10-04T11:05:00Z,other,late(22-24),Report of other noise in Z06 during late(22-24). (Synthetic; no personal data),duplicate
REP00266,Z01,2025-10-04T11:22:00Z,construction,night(00-06),Report of construction noise in Z01 during night(00-06). (Synthetic; no personal data),valid
REP00267,Z01,2025-10-04T11:39:00Z,traffic,late(22-24),Report of traffic noise in Z01 during late(22-24). (Synthetic; no personal data),duplicate
REP00268,Z04,2025-10-04T11:56:00Z,traffic,evening(17-22),Report of traffic noise in Z04 during evening(17-22). (Synthetic; no personal data),valid
REP00269,Z07,2025-10-04T12:13:00Z,music,night(00-06),Report of music noise in Z07 during night(00-06). (Synthetic; no personal data),under_review
REP00270,Z08,2025-10-04T12:30:00Z,machinery,evening(17-22),Report of machinery noise in Z08 during evening(17-22). (Synthetic; no personal data),duplicate
REP00271,Z05,2025-10-04T12:47:00Z,traffic,night(00-06),Report of traffic noise in Z05 during night(00-06). (Synthetic; no personal data),invalid
REP00272,Z04,2025-10-04T13:04:00Z,music,evening(17-22),Report of music noise in Z04 during evening(17-22). (Synthetic; no personal data),duplicate
REP00273,Z10,2025-10-04T13:21:00Z,construction,night(00-06),Report of construction noise in Z10 during night(00-06). (Synthetic; no personal data),valid
REP00274,Z11,2025-10-04T13:38:00Z,construction,day(09-17),Report of construction noise in Z11 during day(09-17). (Synthetic; no personal data),duplicate
REP00275,Z11,2025-10-04T13:55:00Z,traffic,night(00-06),Report of traffic noise in Z11 during night(00-06). (Synthetic; no personal data),invalid
REP00276,Z04,2025-10-04T14:12:00Z,music,morning(06-09),Report of music noise in Z04 during morning(06-09). (Synthetic; no personal data),valid
REP00277,Z01,2025-10-04T14:29:00Z,traffic,morning(06-09),Report of traffic noise in Z01 during morning(06-09). (Synthetic; no personal data),under_review
REP00278,Z11,2025-10-04T14:46:00Z,other,day(09-17),Report of other noise in Z11 during day(09-17). (Synthetic; no personal data),valid
REP00279,Z05,2025-10-04T15:03:00Z,construction,morning(06-09),Report of construction noise in Z05 during morning(06-09). (Synthetic; no personal data),under_review
REP00280,Z04,2025-10-04T15:20:00Z,construction,late(22-24),Report of construction noise in Z04 during late(22-24). (Synthetic; no personal data),invalid
REP00281,Z01,2025-10-04T15:37:00Z,neighbours,late(22-24),Report of neighbours noise in Z01 during late(22-24). (Synthetic; no personal data),under_review
REP00282,Z10,2025-10-04T15:54:00Z,traffic,morning(06-09),Report of traffic noise in Z10 during morning(06-09). (Synthetic; no personal data),duplicate
REP00283,Z07,2025-10-04T16:11:00Z,neighbours,evening(17-22),Report of neighbours noise in Z07 during evening(17-22). (Synthetic; no personal data),duplicate
REP00284,Z07,2025-10-04T16:28:00Z,machinery,night(00-06),Report of machinery noise in Z07 during night(00-06). (Synthetic; no personal data),under_review
REP00285,Z06,2025-10-04T16:45:00Z,other,morning(06-09),Report of other noise in Z06 during morning(06-09). (Synthetic; no personal data),under_review
REP00286,Z08,2025-10-04T17:02:00Z,machinery,late(22-24),Report of machinery noise in Z08 during late(22-24). (Synthetic; no personal data),under_review
REP00287,Z07,2025-10-04T17:19:00Z,machinery,night(00-06),Report of machinery noise in Z07 during night(00-06). (Synthetic; no personal data),under_review
REP00288,Z03,2025-10-04T17:36:00Z,traffic,evening(17-22),Report of traffic noise in Z03 during evening(17-22). (Synthetic; no personal data),duplicate
REP00289,Z11,2025-10-04T17:53:00Z,traffic,day(09-17),Report of traffic noise in Z11 during day(09-17). (Synthetic; no personal data),invalid
REP00290,Z03,2025-10-04T18:10:00Z,other,morning(06-09),Report of other noise in Z03 during morning(06-09). (Synthetic; no personal data),valid
REP00291,Z02,2025-10-04T18:27:00Z,traffic,late(22-24),Report of traffic noise in Z02 during late(22-24). (Synthetic; no personal data),under_review
REP00292,Z12,2025-10-04T18:44:00Z,machinery,night(00-06),Report of machinery noise in Z12 during night(00-06). (Synthetic; no personal data),under_review
REP00293,Z05,2025-10-04T19:01:00Z,other,late(22-24),Report of other noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00294,Z02,2025-10-04T19:18:00Z,other,evening(17-22),Report of other noise in Z02 during evening(17-22). (Synthetic; no personal data),under_review
REP00295,Z07,2025-10-04T19:35:00Z,neighbours,night(00-06),Report of neighbours noise in Z07 during night(00-06). (Synthetic; no personal data),duplicate
REP00296,Z08,2025-10-04T19:52:00Z,traffic,morning(06-09),Report of traffic noise in Z08 during morning(06-09). (Synthetic; no personal data),invalid
REP00297,Z06,2025-10-04T20:09:00Z,construction,evening(17-22),Report of construction noise in Z06 during evening(17-22). (Synthetic; no personal data),under_review
REP00298,Z06,2025-10-04T20:26:00Z,traffic,late(22-24),Report of traffic noise in Z06 during late(22-24). (Synthetic; no personal data),duplicate
REP00299,Z05,2025-10-04T20:43:00Z,machinery,late(22-24),Report of machinery noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00300,Z02,2025-10-04T21:00:00Z,music,evening(17-22),Report of music noise in Z02 during evening(17-22). (Synthetic; no personal data),invalid
REP00301,Z02,2025-10-04T21:17:00Z,traffic,night(00-06),Report of traffic noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00302,Z09,2025-10-04T21:34:00Z,neighbours,day(09-17),Report of neighbours noise in Z09 during day(09-17). (Synthetic; no personal data),valid
REP00303,Z01,2025-10-04T21:51:00Z,neighbours,night(00-06),Report of neighbours noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00304,Z09,2025-10-04T22:08:00Z,other,evening(17-22),Report of other noise in Z09 during evening(17-22). (Synthetic; no personal data),valid
REP00305,Z05,2025-10-04T22:25:00Z,construction,evening(17-22),Report of construction noise in Z05 during evening(17-22). (Synthetic; no personal data),under_review
REP00306,Z03,2025-10-04T22:42:00Z,other,night(00-06),Report of other noise in Z03 during night(00-06). (Synthetic; no personal data),duplicate
REP00307,Z09,2025-10-04T22:59:00Z,neighbours,morning(06-09),Report of neighbours noise in Z09 during morning(06-09). (Synthetic; no personal data),duplicate
REP00308,Z10,2025-10-04T23:16:00Z,traffic,evening(17-22),Report of traffic noise in Z10 during evening(17-22). (Synthetic; no personal data),duplicate
REP00309,Z12,2025-10-04T23:33:00Z,traffic,day(09-17),Report of traffic noise in Z12 during day(09-17). (Synthetic; no personal data),under_review
REP00310,Z06,2025-10-04T23:50:00Z,other,morning(06-09),Report of other noise in Z06 during morning(06-09). (Synthetic; no personal data),under_review
REP00311,Z04,2025-10-05T00:07:00Z,construction,day(09-17),Report of construction noise in Z04 during day(09-17). (Synthetic; no personal data),under_review
REP00312,Z05,2025-10-05T00:24:00Z,neighbours,night(00-06),Report of neighbours noise in Z05 during night(00-06). (Synthetic; no personal data),valid
REP00313,Z12,2025-10-05T00:41:00Z,neighbours,night(00-06),Report of neighbours noise in Z12 during night(00-06). (Synthetic; no personal data),under_review
REP00314,Z08,2025-10-05T00:58:00Z,traffic,morning(06-09),Report of traffic noise in Z08 during morning(06-09). (Synthetic; no personal data),under_review
REP00315,Z01,2025-10-05T01:15:00Z,construction,late(22-24),Report of construction noise in Z01 during late(22-24). (Synthetic; no personal data),under_review
REP00316,Z08,2025-10-05T01:32:00Z,neighbours,evening(17-22),Report of neighbours noise in Z08 during evening(17-22). (Synthetic; no personal data),invalid
REP00317,Z02,2025-10-05T01:49:00Z,construction,day(09-17),Report of construction noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00318,Z09,2025-10-05T02:06:00Z,neighbours,night(00-06),Report of neighbours noise in Z09 during night(00-06). (Synthetic; no personal data),under_review
REP00319,Z07,2025-10-05T02:23:00Z,construction,day(09-17),Report of construction noise in Z07 during day(09-17). (Synthetic; no personal data),valid
REP00320,Z08,2025-10-05T02:40:00Z,construction,evening(17-22),Report of construction noise in Z08 during evening(17-22). (Synthetic; no personal data),under_review
REP00321,Z12,2025-10-05T02:57:00Z,music,evening(17-22),Report of music noise in Z12 during evening(17-22). (Synthetic; no personal data),under_review
REP00322,Z09,2025-10-05T03:14:00Z,other,late(22-24),Report of other noise in Z09 during late(22-24). (Synthetic; no personal data),duplicate
REP00323,Z07,2025-10-05T03:31:00Z,neighbours,night(00-06),Report of neighbours noise in Z07 during night(00-06). (Synthetic; no personal data),under_review
REP00324,Z04,2025-10-05T03:48:00Z,machinery,evening(17-22),Report of machinery noise in Z04 during evening(17-22). (Synthetic; no personal data),under_review
REP00325,Z12,2025-10-05T04:05:00Z,machinery,late(22-24),Report of machinery noise in Z12 during late(22-24). (Synthetic; no personal data),invalid
REP00326,Z03,2025-10-05T04:22:00Z,music,day(09-17),Report of music noise in Z03 during day(09-17). (Synthetic; no personal data),under_review
REP00327,Z09,2025-10-05T04:39:00Z,machinery,late(22-24),Report of machinery noise in Z09 during late(22-24). (Synthetic; no personal data),under_review
REP00328,Z05,2025-10-05T04:56:00Z,machinery,late(22-24),Report of machinery noise in Z05 during late(22-24). (Synthetic; no personal data),invalid
REP00329,Z12,2025-10-05T05:13:00Z,music,evening(17-22),Report of music noise in Z12 during evening(17-22). (Synthetic; no personal data),valid
REP00330,Z08,2025-10-05T05:30:00Z,traffic,late(22-24),Report of traffic noise in Z08 during late(22-24). (Synthetic; no personal data),duplicate
REP00331,Z01,2025-10-05T05:47:00Z,music,morning(06-09),Report of music noise in Z01 during morning(06-09). (Synthetic; no personal data),invalid
REP00332,Z11,2025-10-05T06:04:00Z,machinery,night(00-06),Report of machinery noise in Z11 during night(00-06). (Synthetic; no personal data),duplicate
REP00333,Z05,2025-10-05T06:21:00Z,traffic,morning(06-09),Report of traffic noise in Z05 during morning(06-09). (Synthetic; no personal data),invalid
REP00334,Z03,2025-10-05T06:38:00Z,music,night(00-06),Report of music noise in Z03 during night(00-06). (Synthetic; no personal data),valid
REP00335,Z12,2025-10-05T06:55:00Z,other,day(09-17),Report of other noise in Z12 during day(09-17). (Synthetic; no personal data),under_review
REP00336,Z08,2025-10-05T07:12:00Z,machinery,night(00-06),Report of machinery noise in Z08 during night(00-06). (Synthetic; no personal data),under_review
REP00337,Z11,2025-10-05T07:29:00Z,other,late(22-24),Report of other noise in Z11 during late(22-24). (Synthetic; no personal data),valid
REP00338,Z04,2025-10-05T07:46:00Z,neighbours,day(09-17),Report of neighbours noise in Z04 during day(09-17). (Synthetic; no personal data),valid
REP00339,Z09,2025-10-05T08:03:00Z,other,morning(06-09),Report of other noise in Z09 during morning(06-09). (Synthetic; no personal data),invalid
REP00340,Z07,2025-10-05T08:20:00Z,music,night(00-06),Report of music noise in Z07 during night(00-06). (Synthetic; no personal data),under_review
REP00341,Z01,2025-10-05T08:37:00Z,neighbours,morning(06-09),Report of neighbours noise in Z01 during morning(06-09). (Synthetic; no personal data),duplicate
REP00342,Z08,2025-10-05T08:54:00Z,other,morning(06-09),Report of other noise in Z08 during morning(06-09). (Synthetic; no personal data),valid
REP00343,Z04,2025-10-05T09:11:00Z,music,night(00-06),Report of music noise in Z04 during night(00-06). (Synthetic; no personal data),invalid
REP00344,Z12,2025-10-05T09:28:00Z,traffic,late(22-24),Report of traffic noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00345,Z02,2025-10-05T09:45:00Z,machinery,evening(17-22),Report of machinery noise in Z02 during evening(17-22). (Synthetic; no personal data),invalid
REP00346,Z05,2025-10-05T10:02:00Z,construction,late(22-24),Report of construction noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00347,Z01,2025-10-05T10:19:00Z,traffic,late(22-24),Report of traffic noise in Z01 during late(22-24). (Synthetic; no personal data),valid
REP00348,Z05,2025-10-05T10:36:00Z,music,day(09-17),Report of music noise in Z05 during day(09-17). (Synthetic; no personal data),under_review
REP00349,Z07,2025-10-05T10:53:00Z,neighbours,late(22-24),Report of neighbours noise in Z07 during late(22-24). (Synthetic; no personal data),under_review
REP00350,Z11,2025-10-05T11:10:00Z,music,night(00-06),Report of music noise in Z11 during night(00-06). (Synthetic; no personal data),valid
REP00351,Z06,2025-10-05T11:27:00Z,other,morning(06-09),Report of other noise in Z06 during morning(06-09). (Synthetic; no personal data),valid
REP00352,Z06,2025-10-05T11:44:00Z,construction,morning(06-09),Report of construction noise in Z06 during morning(06-09). (Synthetic; no personal data),under_review
REP00353,Z11,2025-10-05T12:01:00Z,machinery,morning(06-09),Report of machinery noise in Z11 during morning(06-09). (Synthetic; no personal data),valid
REP00354,Z03,2025-10-05T12:18:00Z,other,evening(17-22),Report of other noise in Z03 during evening(17-22). (Synthetic; no personal data),under_review
REP00355,Z03,2025-10-05T12:35:00Z,music,night(00-06),Report of music noise in Z03 during night(00-06). (Synthetic; no personal data),under_review
REP00356,Z03,2025-10-05T12:52:00Z,traffic,night(00-06),Report of traffic noise in Z03 during night(00-06). (Synthetic; no personal data),under_review
REP00357,Z09,2025-10-05T13:09:00Z,machinery,day(09-17),Report of machinery noise in Z09 during day(09-17). (Synthetic; no personal data),invalid
REP00358,Z02,2025-10-05T13:26:00Z,music,night(00-06),Report of music noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00359,Z10,2025-10-05T13:43:00Z,neighbours,morning(06-09),Report of neighbours noise in Z10 during morning(06-09). (Synthetic; no personal data),duplicate
REP00360,Z01,2025-10-05T14:00:00Z,music,late(22-24),Report of music noise in Z01 during late(22-24). (Synthetic; no personal data),valid
REP00361,Z06,2025-10-05T14:17:00Z,construction,late(22-24),Report of construction noise in Z06 during late(22-24). (Synthetic; no personal data),invalid
REP00362,Z10,2025-10-05T14:34:00Z,machinery,late(22-24),Report of machinery noise in Z10 during late(22-24). (Synthetic; no personal data),invalid
REP00363,Z03,2025-10-05T14:51:00Z,machinery,morning(06-09),Report of machinery noise in Z03 during morning(06-09). (Synthetic; no personal data),valid
REP00364,Z10,2025-10-05T15:08:00Z,neighbours,evening(17-22),Report of neighbours noise in Z10 during evening(17-22). (Synthetic; no personal data),under_review
REP00365,Z09,2025-10-05T15:25:00Z,other,evening(17-22),Report of other noise in Z09 during evening(17-22). (Synthetic; no personal data),valid
REP00366,Z02,2025-10-05T15:42:00Z,music,evening(17-22),Report of music noise in Z02 during evening(17-22). (Synthetic; no personal data),under_review
REP00367,Z01,2025-10-05T15:59:00Z,traffic,evening(17-22),Report of traffic noise in Z01 during evening(17-22). (Synthetic; no personal data),under_review
REP00368,Z03,2025-10-05T16:16:00Z,music,late(22-24),Report of music noise in Z03 during late(22-24). (Synthetic; no personal data),under_review
REP00369,Z06,2025-10-05T16:33:00Z,traffic,late(22-24),Report of traffic noise in Z06 during late(22-24). (Synthetic; no personal data),under_review
REP00370,Z05,2025-10-05T16:50:00Z,traffic,late(22-24),Report of traffic noise in Z05 during late(22-24). (Synthetic; no personal data),valid
REP00371,Z11,2025-10-05T17:07:00Z,construction,evening(17-22),Report of construction noise in Z11 during evening(17-22). (Synthetic; no personal data),duplicate
REP00372,Z06,2025-10-05T17:24:00Z,traffic,night(00-06),Report of traffic noise in Z06 during night(00-06). (Synthetic; no personal data),duplicate
REP00373,Z09,2025-10-05T17:41:00Z,other,morning(06-09),Report of other noise in Z09 during morning(06-09). (Synthetic; no personal data),invalid
REP00374,Z07,2025-10-05T17:58:00Z,construction,day(09-17),Report of construction noise in Z07 during day(09-17). (Synthetic; no personal data),under_review
REP00375,Z12,2025-10-05T18:15:00Z,machinery,evening(17-22),Report of machinery noise in Z12 during evening(17-22). (Synthetic; no personal data),under_review
REP00376,Z11,2025-10-05T18:32:00Z,other,day(09-17),Report of other noise in Z11 during day(09-17). (Synthetic; no personal data),under_review
REP00377,Z09,2025-10-05T18:49:00Z,neighbours,morning(06-09),Report of neighbours noise in Z09 during morning(06-09). (Synthetic; no personal data),duplicate
REP00378,Z04,2025-10-05T19:06:00Z,construction,night(00-06),Report of construction noise in Z04 during night(00-06). (Synthetic; no personal data),under_review
REP00379,Z11,2025-10-05T19:23:00Z,construction,evening(17-22),Report of construction noise in Z11 during evening(17-22). (Synthetic; no personal data),under_review
REP00380,Z01,2025-10-05T19:40:00Z,other,night(00-06),Report of other noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00381,Z05,2025-10-05T19:57:00Z,neighbours,late(22-24),Report of neighbours noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00382,Z09,2025-10-05T20:14:00Z,machinery,morning(06-09),Report of machinery noise in Z09 during morning(06-09). (Synthetic; no personal data),valid
REP00383,Z12,2025-10-05T20:31:00Z,music,night(00-06),Report of music noise in Z12 during night(00-06). (Synthetic; no personal data),under_review
REP00384,Z07,2025-10-05T20:48:00Z,machinery,day(09-17),Report of machinery noise in Z07 during day(09-17). (Synthetic; no personal data),invalid
REP00385,Z09,2025-10-05T21:05:00Z,music,late(22-24),Report of music noise in Z09 during late(22-24). (Synthetic; no personal data),duplicate
REP00386,Z01,2025-10-05T21:22:00Z,music,morning(06-09),Report of music noise in Z01 during morning(06-09). (Synthetic; no personal data),invalid
REP00387,Z02,2025-10-05T21:39:00Z,construction,night(00-06),Report of construction noise in Z02 during night(00-06). (Synthetic; no personal data),under_review
REP00388,Z02,2025-10-05T21:56:00Z,neighbours,day(09-17),Report of neighbours noise in Z02 during day(09-17). (Synthetic; no personal data),under_review
REP00389,Z10,2025-10-05T22:13:00Z,other,night(00-06),Report of other noise in Z10 during night(00-06). (Synthetic; no personal data),valid
REP00390,Z01,2025-10-05T22:30:00Z,construction,night(00-06),Report of construction noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00391,Z01,2025-10-05T22:47:00Z,machinery,night(00-06),Report of machinery noise in Z01 during night(00-06). (Synthetic; no personal data),under_review
REP00392,Z07,2025-10-05T23:04:00Z,music,evening(17-22),Report of music noise in Z07 during evening(17-22). (Synthetic; no personal data),under_review
REP00393,Z11,2025-10-05T23:21:00Z,traffic,late(22-24),Report of traffic noise in Z11 during late(22-24). (Synthetic; no personal data),under_review
REP00394,Z12,2025-10-05T23:38:00Z,machinery,morning(06-09),Report of machinery noise in Z12 during morning(06-09). (Synthetic; no personal data),duplicate
REP00395,Z05,2025-10-05T23:55:00Z,traffic,late(22-24),Report of traffic noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00396,Z04,2025-10-06T00:12:00Z,music,late(22-24),Report of music noise in Z04 during late(22-24). (Synthetic; no personal data),under_review
REP00397,Z01,2025-10-06T00:29:00Z,music,evening(17-22),Report of music noise in Z01 during evening(17-22). (Synthetic; no personal data),under_review
REP00398,Z12,2025-10-06T00:46:00Z,machinery,late(22-24),Report of machinery noise in Z12 during late(22-24). (Synthetic; no personal data),under_review
REP00399,Z05,2025-10-06T01:03:00Z,machinery,late(22-24),Report of machinery noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
REP00400,Z05,2025-10-06T01:20:00Z,music,late(22-24),Report of music noise in Z05 during late(22-24). (Synthetic; no personal data),under_review
